cell_type	sample	estimate	method	status
CAFs	TCGA-DJ-A3VF-01	0.999925576367893	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A3VF-01	7.86954423791248e-08	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A3VF-01	5.90886681701386e-05	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A3VF-01	1.19445950032228e-05	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A3VF-01	3.29117239951824e-06	epic	formal_fraction_converged
NKcells	TCGA-DJ-A3VF-01	5.77466912745304e-09	epic	formal_fraction_converged
otherCells	TCGA-DJ-A3VF-01	3.2240592437937e-09	epic	formal_fraction_converged
Bcells	TCGA-EL-A3CP-01	0.0024280215751735	epic	formal_fraction_converged
CAFs	TCGA-EL-A3CP-01	0.0812612716316684	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A3CP-01	0.103722436504832	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A3CP-01	0.0465970760377065	epic	formal_fraction_converged
Endothelial	TCGA-EL-A3CP-01	0.119490819103231	epic	formal_fraction_converged
Macrophages	TCGA-EL-A3CP-01	0.000984514255337542	epic	formal_fraction_converged
NKcells	TCGA-EL-A3CP-01	0.000500318889681799	epic	formal_fraction_converged
otherCells	TCGA-EL-A3CP-01	0.645015542002369	epic	formal_fraction_converged
Bcells	TCGA-EM-A3SY-01	0.00282768645479155	epic	formal_fraction_converged
CAFs	TCGA-EM-A3SY-01	0.00670590444203104	epic	formal_fraction_converged
CD4_Tcells	TCGA-EM-A3SY-01	0.0477598638248344	epic	formal_fraction_converged
CD8_Tcells	TCGA-EM-A3SY-01	0.0245760246087857	epic	formal_fraction_converged
Endothelial	TCGA-EM-A3SY-01	0.216654711425043	epic	formal_fraction_converged
Macrophages	TCGA-EM-A3SY-01	0.00280273812892786	epic	formal_fraction_converged
NKcells	TCGA-EM-A3SY-01	2.32231284708836e-09	epic	formal_fraction_converged
otherCells	TCGA-EM-A3SY-01	0.698673068793274	epic	formal_fraction_converged
Bcells	TCGA-ET-A25P-01	0.00392675672830591	epic	formal_fraction_converged
CAFs	TCGA-ET-A25P-01	0.0254359397008239	epic	formal_fraction_converged
CD4_Tcells	TCGA-ET-A25P-01	0.045078387236739	epic	formal_fraction_converged
CD8_Tcells	TCGA-ET-A25P-01	0.0307419545575524	epic	formal_fraction_converged
Endothelial	TCGA-ET-A25P-01	0.763297785947455	epic	formal_fraction_converged
Macrophages	TCGA-ET-A25P-01	0.00126291487742549	epic	formal_fraction_converged
NKcells	TCGA-ET-A25P-01	2.15084768744271e-08	epic	formal_fraction_converged
otherCells	TCGA-ET-A25P-01	0.130256239443222	epic	formal_fraction_converged
Bcells	TCGA-DJ-A2Q7-01	0.0054124322239839	epic	formal_fraction_converged
CAFs	TCGA-DJ-A2Q7-01	0.0448496489377422	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A2Q7-01	0.0994866055593756	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A2Q7-01	0.0453046601819287	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A2Q7-01	0.293485910774098	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A2Q7-01	0.00405366301754451	epic	formal_fraction_converged
NKcells	TCGA-DJ-A2Q7-01	2.17294920293601e-09	epic	formal_fraction_converged
otherCells	TCGA-DJ-A2Q7-01	0.507407077132378	epic	formal_fraction_converged
Bcells	TCGA-DJ-A4UT-01	0.00015408913833954	epic	formal_fraction_converged
CAFs	TCGA-DJ-A4UT-01	0.282631665129916	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A4UT-01	0.0790258878273548	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A4UT-01	0.013470658313459	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A4UT-01	0.352142686654299	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A4UT-01	0.00571697441547392	epic	formal_fraction_converged
NKcells	TCGA-DJ-A4UT-01	3.89987465675555e-08	epic	formal_fraction_converged
otherCells	TCGA-DJ-A4UT-01	0.26685799952241	epic	formal_fraction_converged
Bcells	TCGA-FY-A3R7-01	0.00221680525812792	epic	formal_fraction_converged
CAFs	TCGA-FY-A3R7-01	0.0262501689887777	epic	formal_fraction_converged
CD4_Tcells	TCGA-FY-A3R7-01	0.0880435917092996	epic	formal_fraction_converged
CD8_Tcells	TCGA-FY-A3R7-01	0.0522193019930412	epic	formal_fraction_converged
Endothelial	TCGA-FY-A3R7-01	0.27212593020204	epic	formal_fraction_converged
Macrophages	TCGA-FY-A3R7-01	0.0027443626017402	epic	formal_fraction_converged
NKcells	TCGA-FY-A3R7-01	8.41265590335122e-10	epic	formal_fraction_converged
otherCells	TCGA-FY-A3R7-01	0.556399838405708	epic	formal_fraction_converged
Bcells	TCGA-FY-A3R8-01	0.00197870088904586	epic	formal_fraction_converged
CAFs	TCGA-FY-A3R8-01	0.1201794323453	epic	formal_fraction_converged
CD4_Tcells	TCGA-FY-A3R8-01	0.0774801222453874	epic	formal_fraction_converged
CD8_Tcells	TCGA-FY-A3R8-01	0.0242931098854538	epic	formal_fraction_converged
Endothelial	TCGA-FY-A3R8-01	0.111618916494658	epic	formal_fraction_converged
Macrophages	TCGA-FY-A3R8-01	0.00358786636681121	epic	formal_fraction_converged
NKcells	TCGA-FY-A3R8-01	2.76538772521088e-10	epic	formal_fraction_converged
otherCells	TCGA-FY-A3R8-01	0.660861851496805	epic	formal_fraction_converged
Bcells	TCGA-BJ-A2N9-01	0.00597974275525003	epic	formal_fraction_converged
CAFs	TCGA-BJ-A2N9-01	0.00826160900644957	epic	formal_fraction_converged
CD4_Tcells	TCGA-BJ-A2N9-01	0.0404948664972265	epic	formal_fraction_converged
CD8_Tcells	TCGA-BJ-A2N9-01	0.0532957594866488	epic	formal_fraction_converged
Endothelial	TCGA-BJ-A2N9-01	0.192777397454848	epic	formal_fraction_converged
Macrophages	TCGA-BJ-A2N9-01	0.00767950743779792	epic	formal_fraction_converged
NKcells	TCGA-BJ-A2N9-01	3.86259138338881e-09	epic	formal_fraction_converged
otherCells	TCGA-BJ-A2N9-01	0.691511113499187	epic	formal_fraction_converged
Bcells	TCGA-ET-A25R-01	0.00192005998833015	epic	formal_fraction_converged
CAFs	TCGA-ET-A25R-01	0.193079474387218	epic	formal_fraction_converged
CD4_Tcells	TCGA-ET-A25R-01	0.0721467564936335	epic	formal_fraction_converged
CD8_Tcells	TCGA-ET-A25R-01	0.0199575597581915	epic	formal_fraction_converged
Endothelial	TCGA-ET-A25R-01	0.134859606945158	epic	formal_fraction_converged
Macrophages	TCGA-ET-A25R-01	0.00204846404544177	epic	formal_fraction_converged
NKcells	TCGA-ET-A25R-01	2.74221003762514e-08	epic	formal_fraction_converged
otherCells	TCGA-ET-A25R-01	0.575988050959928	epic	formal_fraction_converged
Bcells	TCGA-DJ-A4V4-01	0.00201207790854078	epic	formal_fraction_converged
CAFs	TCGA-DJ-A4V4-01	0.0728416606954782	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A4V4-01	0.0853370833197446	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A4V4-01	0.0384954015233152	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A4V4-01	0.183905051089595	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A4V4-01	0.00150537517001217	epic	formal_fraction_converged
NKcells	TCGA-DJ-A4V4-01	0.00120262877032991	epic	formal_fraction_converged
otherCells	TCGA-DJ-A4V4-01	0.614700721522984	epic	formal_fraction_converged
Bcells	TCGA-EL-A3T9-01	2.2803684621209e-06	epic	formal_fraction_converged
CAFs	TCGA-EL-A3T9-01	0.999996096471618	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A3T9-01	8.77904206645911e-09	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A3T9-01	1.21937610670678e-06	epic	formal_fraction_converged
Endothelial	TCGA-EL-A3T9-01	3.14973510530227e-09	epic	formal_fraction_converged
Macrophages	TCGA-EL-A3T9-01	1.52385981945922e-08	epic	formal_fraction_converged
NKcells	TCGA-EL-A3T9-01	3.76528702131099e-07	epic	formal_fraction_converged
otherCells	TCGA-EL-A3T9-01	8.77360468404842e-11	epic	formal_fraction_converged
Bcells	TCGA-BJ-A0ZB-01	0.0030158117301496	epic	formal_fraction_converged
CAFs	TCGA-BJ-A0ZB-01	0.101392240983742	epic	formal_fraction_converged
CD4_Tcells	TCGA-BJ-A0ZB-01	0.0716252634243395	epic	formal_fraction_converged
CD8_Tcells	TCGA-BJ-A0ZB-01	0.0342125126226325	epic	formal_fraction_converged
Endothelial	TCGA-BJ-A0ZB-01	0.147157136426074	epic	formal_fraction_converged
Macrophages	TCGA-BJ-A0ZB-01	0.00152692781550021	epic	formal_fraction_converged
NKcells	TCGA-BJ-A0ZB-01	2.35823244670206e-09	epic	formal_fraction_converged
otherCells	TCGA-BJ-A0ZB-01	0.64107010463933	epic	formal_fraction_converged
Bcells	TCGA-EL-A3T0-01	0.000313383122843398	epic	formal_fraction_converged
CAFs	TCGA-EL-A3T0-01	0.0439030751147837	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A3T0-01	0.0401172380234127	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A3T0-01	0.0273964729537226	epic	formal_fraction_converged
Endothelial	TCGA-EL-A3T0-01	0.882139262470382	epic	formal_fraction_converged
Macrophages	TCGA-EL-A3T0-01	0.00246929305667551	epic	formal_fraction_converged
NKcells	TCGA-EL-A3T0-01	1.21079484266186e-08	epic	formal_fraction_converged
otherCells	TCGA-EL-A3T0-01	0.00366126315023144	epic	formal_fraction_converged
Bcells	TCGA-EL-A3H1-01	0.00282464350336255	epic	formal_fraction_converged
CAFs	TCGA-EL-A3H1-01	0.0214598011150251	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A3H1-01	0.0517648645247967	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A3H1-01	0.0706678272120831	epic	formal_fraction_converged
Endothelial	TCGA-EL-A3H1-01	0.331009507662592	epic	formal_fraction_converged
Macrophages	TCGA-EL-A3H1-01	0.000949597720240691	epic	formal_fraction_converged
NKcells	TCGA-EL-A3H1-01	1.43777321214179e-09	epic	formal_fraction_converged
otherCells	TCGA-EL-A3H1-01	0.521323756824126	epic	formal_fraction_converged
Bcells	TCGA-EL-A3D5-01	0.00169624022703912	epic	formal_fraction_converged
CAFs	TCGA-EL-A3D5-01	0.0371389869864137	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A3D5-01	0.0352662168703382	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A3D5-01	0.0736274664972062	epic	formal_fraction_converged
Endothelial	TCGA-EL-A3D5-01	0.577543520042928	epic	formal_fraction_converged
Macrophages	TCGA-EL-A3D5-01	1.20442990745958e-07	epic	formal_fraction_converged
NKcells	TCGA-EL-A3D5-01	1.80968190454367e-09	epic	formal_fraction_converged
otherCells	TCGA-EL-A3D5-01	0.274727447123403	epic	formal_fraction_converged
Bcells	TCGA-DJ-A3VA-01	0.00183760381826699	epic	formal_fraction_converged
CAFs	TCGA-DJ-A3VA-01	0.014592595889527	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A3VA-01	0.0602542048251189	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A3VA-01	0.0317871628177336	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A3VA-01	0.261401046676052	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A3VA-01	0.00272567429074819	epic	formal_fraction_converged
NKcells	TCGA-DJ-A3VA-01	1.72474111809052e-11	epic	formal_fraction_converged
otherCells	TCGA-DJ-A3VA-01	0.627401711665307	epic	formal_fraction_converged
Bcells	TCGA-DJ-A2PQ-01	0.00278624142185262	epic	formal_fraction_converged
CAFs	TCGA-DJ-A2PQ-01	0.0208682436287407	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A2PQ-01	0.0692903986391846	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A2PQ-01	0.0405986911375565	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A2PQ-01	0.166302345612804	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A2PQ-01	0.00303211241904448	epic	formal_fraction_converged
NKcells	TCGA-DJ-A2PQ-01	2.61117545331387e-09	epic	formal_fraction_converged
otherCells	TCGA-DJ-A2PQ-01	0.697121964529641	epic	formal_fraction_converged
Bcells	TCGA-BJ-A191-01	0.00513969621465677	epic	formal_fraction_converged
CAFs	TCGA-BJ-A191-01	0.00765098081606118	epic	formal_fraction_converged
CD4_Tcells	TCGA-BJ-A191-01	0.0334239711703371	epic	formal_fraction_converged
CD8_Tcells	TCGA-BJ-A191-01	0.0819694220425396	epic	formal_fraction_converged
Endothelial	TCGA-BJ-A191-01	0.0909463637701729	epic	formal_fraction_converged
Macrophages	TCGA-BJ-A191-01	0.00323510460062188	epic	formal_fraction_converged
NKcells	TCGA-BJ-A191-01	3.31363038629521e-11	epic	formal_fraction_converged
otherCells	TCGA-BJ-A191-01	0.777634461352474	epic	formal_fraction_converged
Bcells	TCGA-EM-A3FJ-01	0.00241832590304374	epic	formal_fraction_nonconverged
CAFs	TCGA-EM-A3FJ-01	0.0617587420274718	epic	formal_fraction_nonconverged
CD4_Tcells	TCGA-EM-A3FJ-01	0.072938269271524	epic	formal_fraction_nonconverged
CD8_Tcells	TCGA-EM-A3FJ-01	0.0484234679980983	epic	formal_fraction_nonconverged
Endothelial	TCGA-EM-A3FJ-01	0.119420017031221	epic	formal_fraction_nonconverged
Macrophages	TCGA-EM-A3FJ-01	0.00274955148999783	epic	formal_fraction_nonconverged
NKcells	TCGA-EM-A3FJ-01	1.33052916282373e-09	epic	formal_fraction_nonconverged
otherCells	TCGA-EM-A3FJ-01	0.692291624948114	epic	formal_fraction_nonconverged
Bcells	TCGA-EM-A1CW-01	0.00864098320797498	epic	formal_fraction_converged
CAFs	TCGA-EM-A1CW-01	0.00821577395177765	epic	formal_fraction_converged
CD4_Tcells	TCGA-EM-A1CW-01	0.0587205401854304	epic	formal_fraction_converged
CD8_Tcells	TCGA-EM-A1CW-01	0.0339656816579219	epic	formal_fraction_converged
Endothelial	TCGA-EM-A1CW-01	0.465236838606721	epic	formal_fraction_converged
Macrophages	TCGA-EM-A1CW-01	0.00248415551163628	epic	formal_fraction_converged
NKcells	TCGA-EM-A1CW-01	2.18320120404101e-09	epic	formal_fraction_converged
otherCells	TCGA-EM-A1CW-01	0.422736024695336	epic	formal_fraction_converged
Bcells	TCGA-H2-A3RI-01	0.00321590847730186	epic	formal_fraction_converged
CAFs	TCGA-H2-A3RI-01	0.0322398661783193	epic	formal_fraction_converged
CD4_Tcells	TCGA-H2-A3RI-01	0.0850008034868507	epic	formal_fraction_converged
CD8_Tcells	TCGA-H2-A3RI-01	0.0436293951216383	epic	formal_fraction_converged
Endothelial	TCGA-H2-A3RI-01	0.123132288144924	epic	formal_fraction_converged
Macrophages	TCGA-H2-A3RI-01	0.00251516676375599	epic	formal_fraction_converged
NKcells	TCGA-H2-A3RI-01	2.34108969644773e-10	epic	formal_fraction_converged
otherCells	TCGA-H2-A3RI-01	0.710266571593101	epic	formal_fraction_converged
Bcells	TCGA-EL-A3GR-01	0.00313261096936466	epic	formal_fraction_converged
CAFs	TCGA-EL-A3GR-01	0.133237233232175	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A3GR-01	0.104161270881509	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A3GR-01	0.030494645276436	epic	formal_fraction_converged
Endothelial	TCGA-EL-A3GR-01	0.187703404417965	epic	formal_fraction_converged
Macrophages	TCGA-EL-A3GR-01	0.00319663106208446	epic	formal_fraction_converged
NKcells	TCGA-EL-A3GR-01	6.27873829624571e-09	epic	formal_fraction_converged
otherCells	TCGA-EL-A3GR-01	0.538074197881728	epic	formal_fraction_converged
Bcells	TCGA-DJ-A3UN-01	0.00227551490439531	epic	formal_fraction_converged
CAFs	TCGA-DJ-A3UN-01	0.0281960714516205	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A3UN-01	0.0923427641406672	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A3UN-01	0.0531702837329059	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A3UN-01	0.195204766560398	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A3UN-01	0.0071092369348548	epic	formal_fraction_converged
NKcells	TCGA-DJ-A3UN-01	1.07905171142443e-08	epic	formal_fraction_converged
otherCells	TCGA-DJ-A3UN-01	0.621701351484642	epic	formal_fraction_converged
Bcells	TCGA-DJ-A1QE-01	0.00242782956985243	epic	formal_fraction_converged
CAFs	TCGA-DJ-A1QE-01	0.238569087244861	epic	formal_fraction_converged
CD4_Tcells	TCGA-DJ-A1QE-01	0.0986477890141097	epic	formal_fraction_converged
CD8_Tcells	TCGA-DJ-A1QE-01	0.0126198933336758	epic	formal_fraction_converged
Endothelial	TCGA-DJ-A1QE-01	0.0908832975792544	epic	formal_fraction_converged
Macrophages	TCGA-DJ-A1QE-01	0.00118337792964235	epic	formal_fraction_converged
NKcells	TCGA-DJ-A1QE-01	7.23379447127378e-08	epic	formal_fraction_converged
otherCells	TCGA-DJ-A1QE-01	0.55566865299066	epic	formal_fraction_converged
Bcells	TCGA-DE-A69K-01	0.00393394045375584	epic	formal_fraction_converged
CAFs	TCGA-DE-A69K-01	0.0416088761007788	epic	formal_fraction_converged
CD4_Tcells	TCGA-DE-A69K-01	0.0752498605756747	epic	formal_fraction_converged
CD8_Tcells	TCGA-DE-A69K-01	0.0284572404425329	epic	formal_fraction_converged
Endothelial	TCGA-DE-A69K-01	0.177176250465309	epic	formal_fraction_converged
Macrophages	TCGA-DE-A69K-01	0.00385622883099257	epic	formal_fraction_converged
NKcells	TCGA-DE-A69K-01	3.63636162238747e-10	epic	formal_fraction_converged
otherCells	TCGA-DE-A69K-01	0.66971760276732	epic	formal_fraction_converged
Bcells	TCGA-ET-A25J-01	0.00233399899541456	epic	formal_fraction_converged
CAFs	TCGA-ET-A25J-01	0.140293569086613	epic	formal_fraction_converged
CD4_Tcells	TCGA-ET-A25J-01	0.0758855115600126	epic	formal_fraction_converged
CD8_Tcells	TCGA-ET-A25J-01	0.0309124932862391	epic	formal_fraction_converged
Endothelial	TCGA-ET-A25J-01	0.222353175674613	epic	formal_fraction_converged
Macrophages	TCGA-ET-A25J-01	0.00156286042686039	epic	formal_fraction_converged
NKcells	TCGA-ET-A25J-01	0.00236458888077823	epic	formal_fraction_converged
otherCells	TCGA-ET-A25J-01	0.524293802089469	epic	formal_fraction_converged
Bcells	TCGA-FK-A3SD-01	0.00237297585402504	epic	formal_fraction_nonconverged
CAFs	TCGA-FK-A3SD-01	0.00667590206063519	epic	formal_fraction_nonconverged
CD4_Tcells	TCGA-FK-A3SD-01	0.0534725832429418	epic	formal_fraction_nonconverged
CD8_Tcells	TCGA-FK-A3SD-01	0.044696092561722	epic	formal_fraction_nonconverged
Endothelial	TCGA-FK-A3SD-01	0.311720590826706	epic	formal_fraction_nonconverged
Macrophages	TCGA-FK-A3SD-01	1.94429374886623e-05	epic	formal_fraction_nonconverged
NKcells	TCGA-FK-A3SD-01	3.91449727880173e-08	epic	formal_fraction_nonconverged
otherCells	TCGA-FK-A3SD-01	0.581042373371509	epic	formal_fraction_nonconverged
Bcells	TCGA-EM-A22N-01	0.0031382863432301	epic	formal_fraction_converged
CAFs	TCGA-EM-A22N-01	0.0108567273970602	epic	formal_fraction_converged
CD4_Tcells	TCGA-EM-A22N-01	0.0411517641173666	epic	formal_fraction_converged
CD8_Tcells	TCGA-EM-A22N-01	0.0276593194181425	epic	formal_fraction_converged
Endothelial	TCGA-EM-A22N-01	0.551466329129037	epic	formal_fraction_converged
Macrophages	TCGA-EM-A22N-01	0.00262349708204367	epic	formal_fraction_converged
NKcells	TCGA-EM-A22N-01	2.07460918434491e-09	epic	formal_fraction_converged
otherCells	TCGA-EM-A22N-01	0.363104074438511	epic	formal_fraction_converged
Bcells	TCGA-BJ-A291-01	2.37081401044089e-06	epic	formal_fraction_nonconverged
CAFs	TCGA-BJ-A291-01	0.00197872112127495	epic	formal_fraction_nonconverged
CD4_Tcells	TCGA-BJ-A291-01	1.46869145076539e-07	epic	formal_fraction_nonconverged
CD8_Tcells	TCGA-BJ-A291-01	1.21492556828331e-05	epic	formal_fraction_nonconverged
Endothelial	TCGA-BJ-A291-01	0.997979911580466	epic	formal_fraction_nonconverged
Macrophages	TCGA-BJ-A291-01	2.51757145924306e-06	epic	formal_fraction_nonconverged
NKcells	TCGA-BJ-A291-01	1.3477334839635e-05	epic	formal_fraction_nonconverged
otherCells	TCGA-BJ-A291-01	1.07054531220443e-05	epic	formal_fraction_nonconverged
Bcells	TCGA-FY-A40K-01	0.000986031733988445	epic	formal_fraction_converged
CAFs	TCGA-FY-A40K-01	0.0607456501032084	epic	formal_fraction_converged
CD4_Tcells	TCGA-FY-A40K-01	0.0879984939327727	epic	formal_fraction_converged
CD8_Tcells	TCGA-FY-A40K-01	0.0298671298013333	epic	formal_fraction_converged
Endothelial	TCGA-FY-A40K-01	0.424741568998746	epic	formal_fraction_converged
Macrophages	TCGA-FY-A40K-01	0.0106336533739826	epic	formal_fraction_converged
NKcells	TCGA-FY-A40K-01	2.24267785902505e-09	epic	formal_fraction_converged
otherCells	TCGA-FY-A40K-01	0.385027469813291	epic	formal_fraction_converged
Bcells	TCGA-FE-A22Z-01	0.00167835409277944	epic	formal_fraction_converged
CAFs	TCGA-FE-A22Z-01	0.402233669360995	epic	formal_fraction_converged
CD4_Tcells	TCGA-FE-A22Z-01	0.047230534279554	epic	formal_fraction_converged
CD8_Tcells	TCGA-FE-A22Z-01	0.00893575008316102	epic	formal_fraction_converged
Endothelial	TCGA-FE-A22Z-01	0.0957154686753226	epic	formal_fraction_converged
Macrophages	TCGA-FE-A22Z-01	0.00193775957379438	epic	formal_fraction_converged
NKcells	TCGA-FE-A22Z-01	1.06450108361195e-07	epic	formal_fraction_converged
otherCells	TCGA-FE-A22Z-01	0.442268357484286	epic	formal_fraction_converged
Bcells	TCGA-E8-A44M-01	0.0225577301635918	epic	formal_fraction_converged
CAFs	TCGA-E8-A44M-01	0.0659479851354565	epic	formal_fraction_converged
CD4_Tcells	TCGA-E8-A44M-01	0.128190509671598	epic	formal_fraction_converged
CD8_Tcells	TCGA-E8-A44M-01	0.041696742986474	epic	formal_fraction_converged
Endothelial	TCGA-E8-A44M-01	0.200998849513431	epic	formal_fraction_converged
Macrophages	TCGA-E8-A44M-01	0.0104201332396193	epic	formal_fraction_converged
NKcells	TCGA-E8-A44M-01	0.0016846441334024	epic	formal_fraction_converged
otherCells	TCGA-E8-A44M-01	0.528503405156427	epic	formal_fraction_converged
Bcells	TCGA-H2-A26U-01	0.00421828624315615	epic	formal_fraction_converged
CAFs	TCGA-H2-A26U-01	0.218311799725789	epic	formal_fraction_converged
CD4_Tcells	TCGA-H2-A26U-01	0.103270288104368	epic	formal_fraction_converged
CD8_Tcells	TCGA-H2-A26U-01	0.0144492964156396	epic	formal_fraction_converged
Endothelial	TCGA-H2-A26U-01	0.122260132304329	epic	formal_fraction_converged
Macrophages	TCGA-H2-A26U-01	0.0135287086655599	epic	formal_fraction_converged
NKcells	TCGA-H2-A26U-01	6.11465691761963e-09	epic	formal_fraction_converged
otherCells	TCGA-H2-A26U-01	0.523961482426501	epic	formal_fraction_converged
Bcells	TCGA-EL-A3CX-01	0.00210389904268579	epic	formal_fraction_converged
CAFs	TCGA-EL-A3CX-01	0.0904461678098307	epic	formal_fraction_converged
CD4_Tcells	TCGA-EL-A3CX-01	0.0802664342688723	epic	formal_fraction_converged
CD8_Tcells	TCGA-EL-A3CX-01	0.0335016977701163	epic	formal_fraction_converged
Endothelial	TCGA-EL-A3CX-01	0.0923723280385215	epic	formal_fraction_converged
Macrophages	TCGA-EL-A3CX-01	0.00893851735976571	epic	formal_fraction_converged
NKcells	TCGA-EL-A3CX-01	4.5625963408585e-07	epic	formal_fraction_converged
otherCells	TCGA-EL-A3CX-01	0.692370499450574	epic	formal_fraction_converged
Bcells	TCGA-FE-A230-01	0.0114848441953377	epic	formal_fraction_nonconverged
CAFs	TCGA-FE-A230-01	0.0259338305124233	epic	formal_fraction_nonconverged
CD4_Tcells	TCGA-FE-A230-01	0.105368107253905	epic	formal_fraction_nonconverged
CD8_Tcells	TCGA-FE-A230-01	0.0327684205747158	epic	formal_fraction_nonconverged
