pathway	pval	padj	log2err	ES	NES	size	leadingEdge	collection	pathway_name
HALLMARK_MYC_TARGETS_V2	1	1	0.0935092741782428	0.126479079810867	0.64233710173838	57	HK2,EXOSC5,MCM4,NPM1,CDK4,MCM5,PLK4,TMEM97	Hallmark	HALLMARK_MYC_TARGETS_V2
HALLMARK_MYOGENESIS	1.30157387608468e-08	4.29519379107946e-07	0.747739663149885	-0.48586819517936	-1.65447201598128	188	CFD,MYL1,APOD,CSRP3,MYH7,DMPK,MYL7,MYL2,ACTA1,CKM,LAMA2,LDB3,DES,ACTN3,CACNA1H,SORBS1,ITGA7,VIPR1,MYH3,MYBPC3,SMTN,ATP2A1,ACTN2,MAPRE3,TCAP,IGF1,TEAD4,ACTC1,CD36,LPIN1,TPM2,PTGIS,MYH11,MAPK12,FXYD1,COL6A2,TNNT3,TAGLN,COX6A2,TSC2,FST,HRC,COL6A3,EFS,SOD3,NOTCH1,SLC6A8,SH2B1,MYL3,PICK1,MYOM1,IFRD1,HSPB2,SLN,CASQ2,NOS1,IGFBP7,MB,SGCA,CASQ1,WWTR1,MYLK,TNNT2,KIFC3,ACHE,PYGM,SPEG,AEBP1,REEP1,MYO1C,GADD45B	Hallmark	HALLMARK_MYOGENESIS
HALLMARK_NOTCH_SIGNALING	0.908936711544577	1	0.00588567926205186	-0.228339037204294	-0.671462004882069	32	KAT2A,NOTCH1,HEYL,DLL1,JAG1,PRKCA,NOTCH3,TCF7L2,DTX1,ARRB1	Hallmark	HALLMARK_NOTCH_SIGNALING
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NA	NA	NA	0.327111294276451	NA	184	ATP6V1F,BAX,NDUFC2,GPX4,ATP6V1D,NDUFA7,COX6B1,IDH1,TOMM22,ATP6V1G1,COX7C,NDUFB4,ATP6AP1,TIMM10,ETFB,COX7A2L,ATP1B1,IDH2,SLC25A11,NDUFB6,MDH1,BCKDHA,UQCRC1,COX4I1,ECHS1,ISCU,PDP1,COX7A2,MRPL35,NDUFC1,NDUFB5,NDUFB8,TIMM9,NDUFB2,COX7B,TIMM8B,NDUFA2,NDUFA8,MRPS30,UQCRB,VDAC1,UQCR10,NDUFA3,ECH1,COX6A1,MRPL11,NDUFS6,NDUFS8,NDUFA4,UQCRH,NDUFA1,ATP6V0E1,COX17,NDUFAB1,NDUFS4,MTX2,ATP6V1E1,UQCRQ,NDUFS3,MRPL34,SDHB,AIFM1,ACAA2,TIMM13,DLAT,RHOT1,ALAS1,GRPEL1,PRDX3,HCCS,COX8A,NDUFB3,HADHA,COX5A,NDUFV2,NDUFS7,PDHB,UQCR11,MRPS15,MRPS12,POLR2F,NDUFA9,NDUFA5,NDUFB7,GOT2,MRPL15,MDH2,SDHC,ATP6V0B,BDH2,HSD17B10,FXN,COX6C,VDAC2	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION
HALLMARK_P53_PATHWAY	NA	NA	NA	0.293516102341884	NA	191	TGFA,SDC1,FUCA1,ZMAT3,PERP,IFI30,ST14,AK1,VAMP8,TPD52L1,CCND2,GLS2,CTSD,CDKN2B,CD82,BAX,PCNA,CCNG1,RPS27L,RAP2B,GM2A,FAM162A,NINJ1,TSC22D1,MAPKAPK3,IER5,SFN,ALOX15B,CDH13,TP53,TRIAP1,MDM2,VDR,CDKN2A,SOCS1,FDXR,RPL36,CDKN1A,BTG2,TCN2,ITGB4,KRT17,IL1A,TAX1BP3,ISCU,RNF19B,TM7SF3	Hallmark	HALLMARK_P53_PATHWAY
HALLMARK_PANCREAS_BETA_CELLS	0.860540540540541	1	0.00730537123059486	-0.250901886574725	-0.71527550118948	26	PCSK1,PAK3,CHGA,ISL1,ABCC8,LMO2,STXBP1,PAX6,FOXA2,SCGN,GCK	Hallmark	HALLMARK_PANCREAS_BETA_CELLS
HALLMARK_PEROXISOME	0.133109318289941	0.627515357652578	0.249246554383295	0.206730337353533	1.17521419209183	100	SLC27A2,RXRG,TOP2A,CRABP2,ISOC1,CDK7,IDH1,PABPC1,IDH2,CADM1,SULT2B1,MSH2,PRDX5,BCL10,HMGCL,SLC35B2,SCP2,DHRS3,ACOX1,FIS1,PEX11B,TSPO,ECH1,HSD3B7,NUDT19,FABP6	Hallmark	HALLMARK_PEROXISOME
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.999899477281866	1	0.00106298079402554	-0.132833930686187	-0.438354574865114	100	FGF17,PLCG1,MKNK1,NGF,SLA,TSC2,ADCY2,STAT2	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING
HALLMARK_PROTEIN_SECRETION	0.000137788424319372	0.00227350900126964	0.518848077743792	0.297234147787499	1.61655199123992	95	KRT18,CD63,CTSC,PPT1,SCAMP1,ANP32E,LAMP2,IGF2R,TPD52,SGMS1,TMED2,PAM,CLTA,CLTC,TMED10,STAM,ARFIP1,ARCN1,CLCN3,TSG101,RAB2A,COPE,ERGIC3,AP3B1,RPS6KA3,LMAN1,MAPK1,SCRN1,SSPN,YIPF6,M6PR,RAB5A,SOD1,ARF1,RAB9A,SCAMP3,VAMP7,VPS4B,AP2B1,GNAS,VAMP3,BET1,COPB2,RAB14,COPB1,AP3S1,AP2M1,TMX1	Hallmark	HALLMARK_PROTEIN_SECRETION
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.938172043010753	1	0.00461122301304001	-0.213124668375082	-0.657583671295909	47	FES,SBNO2,IPCEF1,STK25,MPO,ABCC1,SCAF4,NDUFS2	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
