collection	pathway	size	NES	pval	padj	abs_NES
Reactome	RUNX1 regulates transcription of genes involved in differentiation of HSCs	55	1.55731515611934	0.00456314109781527	0.0459910674193598	1.55731515611934
Reactome	Regulation of APC/C activators between G1/S and early anaphase	67	1.55607184906252	0.00159862381277941	0.0187976110399235	1.55607184906252
Reactome	Respiratory electron transport	150	1.53495723510116	3.75924543462616e-05	0.000674685628003959	1.53495723510116
Reactome	Stimuli-sensing channels	89	-1.53074914172466	0.000982566189565297	0.0121838207506097	1.53074914172466
Reactome	G1/S DNA Damage Checkpoints	65	1.5128260202352	0.00267294552770322	0.0292451687148705	1.5128260202352
Reactome	RHO GTPases Activate Formins	130	1.49044757525769	0.000232171105199564	0.00332183273593222	1.49044757525769
Reactome	EML4 and NUDC in mitotic spindle formation	108	1.47473704338539	0.000345005933728859	0.00480191932251187	1.47473704338539
Reactome	Mitotic Spindle Checkpoint	106	1.46168130069648	0.000631541996647885	0.00833635435575208	1.46168130069648
Reactome	EPH-Ephrin signaling	88	1.44343600314746	0.00345068798612142	0.0365808684953597	1.44343600314746
Reactome	Cardiac conduction	110	-1.42966662369299	0.00391566265060241	0.0409882959149986	1.42966662369299
Reactome	Ion channel transport	158	-1.37056551610451	0.00280336403684421	0.030324089322179	1.37056551610451
Reactome	TCR signaling	108	1.35767616482545	0.00217629221414245	0.0247039473813316	1.35767616482545
Reactome	Peptide ligand-binding receptors	147	1.24293482085317	0.00441423228865036	0.0447104913989041	1.24293482085317
