logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_symbol	method	regulation	rank
2.01151476345817	3.8244027680197	70.9323600387586	0	0	777.281012571817	HMGB1P10	limma-voom	Up	23
9.72323272443048	-6.54721936768936	68.3273885779373	0	0	738.595615188094	EIF3KP2	limma-voom	Up	24
4.53769171681349	6.04041265420516	112.849009912773	0	0	1107.72534925475	EEF1A1P9	limma-voom	Up	25
3.02138875549939	8.56646971119527	90.4519919306116	0	0	947.00026159768	EEF1A1P13	limma-voom	Up	26
3.37599089452548	7.12400031975823	104.012718780342	0	0	1048.04431498008	EEF1A1P19	limma-voom	Up	27
2.64574085405126	5.60265383085242	83.7982471712481	0	0	892.702502242483	RPL7P23	limma-voom	Up	28
2.96595428213054	5.28974500348374	77.1279648813075	0	0	834.709742711029	CTC-451P13.1	limma-voom	Up	29
5.43841717024086	0.597930042033283	76.0625947767892	0	0	822.408556347759	HNRNPA1P12	limma-voom	Up	30
3.39947056070034	2.28253919221927	82.896945953636	0	0	884.540909187576	HNRNPA1P8	limma-voom	Up	31
2.8988340895206	3.11907969412652	67.3744679062108	0	0	742.576881725753	RPL7P32	limma-voom	Up	32
2.38091489303638	4.32184908330594	76.7358241759507	0	0	831.163950455937	HNRNPA1P4	limma-voom	Up	33
